facility_id,facility_name,building_id,building_name,block_id,block_name,space_id,space_name,space_type,timestamp,capacity,occupancy_count,available_capacity,utilization_percent,utilization_status,overcrowded
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-25 20:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-25 21:00:00,120,7,113,5.83,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-25 21:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-25 21:00:00,80,5,75,6.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-25 21:00:00,150,15,135,10.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-25 21:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-25 21:00:00,180,7,173,3.89,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-25 21:00:00,100,4,96,4.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-25 21:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-25 22:00:00,120,12,108,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-25 22:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-25 22:00:00,80,0,80,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-25 22:00:00,150,11,139,7.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-25 22:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-25 22:00:00,180,25,155,13.89,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-25 22:00:00,100,2,98,2.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-25 22:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-25 23:00:00,120,12,108,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-25 23:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-25 23:00:00,80,3,77,3.75,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-25 23:00:00,150,12,138,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-25 23:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-25 23:00:00,180,8,172,4.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-25 23:00:00,100,7,93,7.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-25 23:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 00:00:00,120,11,109,9.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 00:00:00,30,3,27,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 00:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 00:00:00,150,13,137,8.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 00:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 00:00:00,180,11,169,6.11,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 00:00:00,100,6,94,6.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 00:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 01:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 01:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 01:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 01:00:00,150,11,139,7.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 01:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 01:00:00,180,18,162,10.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 01:00:00,100,4,96,4.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 01:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 02:00:00,120,2,118,1.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 02:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 02:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 02:00:00,150,159,0,106.0,OVERCROWDED,1
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 02:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 02:00:00,180,24,156,13.33,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 02:00:00,100,8,92,8.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 02:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 03:00:00,120,12,108,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 03:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 03:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 03:00:00,150,6,144,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 03:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 03:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 03:00:00,100,3,97,3.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 03:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 04:00:00,120,9,111,7.5,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 04:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 04:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 04:00:00,150,9,141,6.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 04:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 04:00:00,180,18,162,10.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 04:00:00,100,4,96,4.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 04:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 05:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 05:00:00,30,3,27,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 05:00:00,80,3,77,3.75,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 05:00:00,150,7,143,4.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 05:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 05:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 05:00:00,100,8,92,8.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 05:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 06:00:00,120,7,113,5.83,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 06:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 06:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 06:00:00,150,7,143,4.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 06:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 06:00:00,180,24,156,13.33,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 06:00:00,100,1,99,1.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 06:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 07:00:00,120,5,115,4.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 07:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 07:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 07:00:00,150,11,139,7.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 07:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 07:00:00,180,8,172,4.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 07:00:00,100,8,92,8.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 07:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 08:00:00,120,10,110,8.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 08:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 08:00:00,80,0,80,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 08:00:00,150,11,139,7.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 08:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 08:00:00,180,50,130,27.78,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 08:00:00,100,3,97,3.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 08:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 09:00:00,120,80,40,66.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 09:00:00,30,14,16,46.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 09:00:00,80,55,25,68.75,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 09:00:00,150,118,32,78.67,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 09:00:00,25,16,9,64.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 09:00:00,180,73,107,40.56,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 09:00:00,100,81,19,81.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 09:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 10:00:00,120,83,37,69.17,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 10:00:00,30,17,13,56.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 10:00:00,80,30,50,37.5,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 10:00:00,150,133,17,88.67,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 10:00:00,25,16,9,64.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 10:00:00,180,20,160,11.11,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 10:00:00,100,75,25,75.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 10:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 11:00:00,120,128,0,106.67,OVERCROWDED,1
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 11:00:00,30,19,11,63.33,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 11:00:00,80,46,34,57.5,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 11:00:00,150,132,18,88.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 11:00:00,25,13,12,52.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 11:00:00,180,10,170,5.56,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 11:00:00,100,74,26,74.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 11:00:00,20,4,16,20.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 12:00:00,120,63,57,52.5,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 12:00:00,30,7,23,23.33,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 12:00:00,80,33,47,41.25,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 12:00:00,150,65,85,43.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 12:00:00,25,18,7,72.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 12:00:00,180,160,20,88.89,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 12:00:00,100,45,55,45.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 12:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 13:00:00,120,56,64,46.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 13:00:00,30,17,13,56.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 13:00:00,80,53,27,66.25,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 13:00:00,150,57,93,38.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 13:00:00,25,21,4,84.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 13:00:00,180,154,26,85.56,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 13:00:00,100,36,64,36.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 13:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 14:00:00,120,76,44,63.33,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 14:00:00,30,15,15,50.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 14:00:00,80,63,17,78.75,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 14:00:00,150,121,29,80.67,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 14:00:00,25,20,5,80.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 14:00:00,180,166,14,92.22,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 14:00:00,100,72,28,72.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 14:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 15:00:00,120,100,20,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 15:00:00,30,21,9,70.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 15:00:00,80,56,24,70.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 15:00:00,150,103,47,68.67,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 15:00:00,25,11,14,44.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 15:00:00,180,17,163,9.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 15:00:00,100,67,33,67.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 15:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 16:00:00,120,77,43,64.17,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 16:00:00,30,22,8,73.33,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 16:00:00,80,44,36,55.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 16:00:00,150,118,32,78.67,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 16:00:00,25,18,7,72.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 16:00:00,180,61,119,33.89,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 16:00:00,100,75,25,75.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 16:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 17:00:00,120,103,17,85.83,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 17:00:00,30,16,14,53.33,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 17:00:00,80,4,76,5.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 17:00:00,150,105,45,70.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-26 17:00:00,25,14,11,56.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-26 17:00:00,180,48,132,26.67,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-26 17:00:00,100,71,29,71.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-26 17:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-26 18:00:00,120,27,93,22.5,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-26 18:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-26 18:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-26 18:00:00,150,58,92,38.67,LOW,0
